Identifier (RIC),Company Name,Date,ESG_score,Social_score,Gov_score,Env_score,BVPS,Market_cap,Shares,Industry,Net_income,RETURN_ON_ASSET,QUICK_RATIO,ASSET_GROWTH,FNCL_LVRG,PE_RATIO,Scope_1,Scope_2,CO2_emissions,Energy_use,Water_use,Water_recycle,Toxic_chem_red,Injury_rate,Women_Employees,Human_Rights,Strikes,Turnover_empl,Board_Size,Shareholder_Rights,Board_gen_div,Bribery,Recycling_Initiatives,Total_assets
CPRT,Copart Inc,2016,37.7821937,40.26691967,53.91248391,,3.384179754,28842116858,244294000,Commercial Services & Supplies,270360000,15.68,1.5141,-8.275,1.9831,23.9294,,,,,,,0,,,0,0,,8,1,,1,0,1649820000
CPRT,Copart Inc,2015,31.81711958,34.40440745,44.85091507,,3.829852121,27938428821,262850000,Commercial Services & Supplies,219783000,13.2982,3.1517,19.3692,1.6796,21.5958,,,,,,,0,,,0,0,,8,1,,1,0,1799952000
CPRT,Copart Inc,2014,22.63270634,34.09510731,21.21305842,,3.9918651,28877695127,262460000,Commercial Services & Supplies,178687000,12.5779,1.4559,12.9131,1.609,19.7907,,,,,,,0,,,0,0,,8,1,,1,0,1506804000
CPRT,Copart Inc,2013,26.27012661,34.89545665,29.82148987,,3.051752434,29012892550,259562000,Commercial Services & Supplies,180025000,14.4687,1.0326,15.6396,1.8802,22.2786,,,,,,,0,,,0,0,,8,1,,1,0,1334481000
CPRT,Copart Inc,2012,27.19678108,36.78910564,30.13703323,,2.189810334,29601119933,262856000,Commercial Services & Supplies,182119000,16.272,1.4921,6.4148,2.0052,16.3463,,,,,,,0,,,0,0,,8,1,,1,0,1154000000
CSX,CSX Corp,2021,52.10748631,51.47209206,28.76042082,72.251718,5.995555556,77404713479,2255000000,Road & Rail,3781000000,9.4144,1.5513,1.8546,3.0207,25.0427,360.4944723,17.50127563,4000329,56043630,2028979.76,,0,4.05,5,1,0,,12,1,25,1,0,40531000000
CSX,CSX Corp,2020,55.56782,54.60473426,35.84072256,73.05041076,5.700987377,75913208657,2304023040,Road & Rail,2765000000,7.0852,2.0025,4.015,3.1284,25.463,361.0050264,16.38652928,4504923,63133899,1815066.241,,0,4.45,5,1,0,,11,1,36.36363636,1,0,39793000000
CSX,CSX Corp,2019,56.74158403,58.24979794,33.84092463,74.19156846,4.961424423,73127604063,2394023940,Road & Rail,3331000000,8.8843,1.3668,4.1602,3.0718,18.0744,379.4888163,16.70840816,4853416,67896819,1841473.261,,0,5.2,6,1,0,9,13,1,23.07692308,1,0,38257000000
CSX,CSX Corp,2018,53.85151797,55.21442575,28.70076451,73.33399576,4.886376652,74377836046,2583025830,Road & Rail,3309000000,9.1323,1.1076,2.7701,2.6576,16.7243,412.5795056,19.3457223,4927403,68794471,7573810.474,,0,6.15,6,1,0,13,14,1,21.42857143,1,0,36729000000
CSX,CSX Corp,2017,67.70775658,63.69350398,62.58070954,76.32906942,5.380480407,75255191824,2742027420,Road & Rail,1965000000,15.3781,0.7334,0.9177,2.6968,25.1791,431.3668805,20.70801337,5004017,70065956,4538706.59,,0,5.25,6,1,1,10,12,1,16.66666667,1,0,35739000000
CSX,CSX Corp,2016,68.51500033,63.84542084,69.52520247,72.73187633,4.110835344,73697885318,2844028440,Road & Rail,1714000000,4.886,0.9598,1.9255,3.0071,19.9617,448.7426128,23.75649818,5580687,77533379.91,6109651.74,,0,4.7,6,1,0,10,12,1,16.66666667,1,0,35414000000
CSX,CSX Corp,2015,66.32786931,64.84514034,60.75499555,72.5782205,3.951130377,73259207430,2952029520,Road & Rail,1968000000,5.8055,1.2398,5.1191,2.9731,13.4653,435.1254243,25.85271134,5840132,80637653.41,6594184.22,119584.89,0,4.75,7,1,0,10.1,12,1,16.66666667,1,0,34745000000
CSX,CSX Corp,2014,68.50767624,66.75658469,72.04880713,67.45374968,3.713582578,75101654563,3006030060,Road & Rail,1927000000,5.9443,0.9919,3.9991,2.9968,18.7556,436.6983203,26.04573424,5564960,76796642.06,5519127.78,89714.22,1,,6,1,0,6.9,13,1,15.38461538,1,0,33053000000
CSX,CSX Corp,2013,70.28567704,69.42139781,72.78807308,69.13664951,3.429144642,76022878129,3057030570,Road & Rail,1864000000,5.9789,0.8791,3.9613,3.2024,15.9466,447.9218737,25.51815013,5569075,78169012,4266163.11,58673.85,1,,7,1,0,8.86,13,1,15.38461538,1,0,31782000000
CSX,CSX Corp,2012,72.90632544,77.72332785,71.75826972,68.64461927,2.929322023,76987969484,3120031200,Road & Rail,1863000000,6.2055,0.8881,4.1814,3.4349,11.5013,457.6156846,27.03382789,5716441,75560577,5347413.05,,1,,6.39,1,0,10.28,13,1,15.38461538,1,0,30723000000
CTAS,Cintas Corp,2021,67.80153117,70.82367772,66.82893135,63.67434277,35.16454984,39253444084,107707000,Commercial Services & Supplies,1110968000,13.9685,0.7215,7.3917,2.2976,34.9489,84.47436317,20.10819859,740980,15345334,13397000,,0,8.95,,1,0,,9,1,22.22222222,1,0,8236823000
CTAS,Cintas Corp,2020,67.3870332,59.4916066,86.79190524,54.07807407,31.1628458,39521074130,107012000,Commercial Services & Supplies,876360000,11.5981,1.1475,3.1361,2.4217,30.3201,90.1643471,22.97998216,779825,16279433,14813000,,0,10.85,,1,0,,8,1,12.5,1,0,7669885000
CTAS,Cintas Corp,2019,60.31850254,52.68378413,77.20646052,50.12923904,28.30619344,38604078158,109495000,Commercial Services & Supplies,883904000,12.2958,0.8927,6.876,2.3915,29.1882,,,,,,,0,11.85,,1,0,,9,1,11.11111111,1,0,7436662000
CTAS,Cintas Corp,2018,56.55959198,60.71054692,56.6611074,48.83742996,28.29947558,38932910424,109810000,Commercial Services & Supplies,622484000,12.2094,1.2158,1.668,2.5947,30.6818,,,,,,,0,11.35,,1,0,,9,1,11.11111111,1,0,6958214000
CTAS,Cintas Corp,2017,64.77948372,65.57692144,67.61233379,59.27691475,21.93888381,39140375576,107783000,Commercial Services & Supplies,457286000,8.7858,0.8202,66.9765,2.6397,26.2881,,,,,,,0,12.35,,1,0,,9,1,11.11111111,1,0,6844057000
CTAS,Cintas Corp,2016,65.17389352,64.98297204,68.57571858,60.66265089,17.0268155,38798058076,109956000,Commercial Services & Supplies,448605000,16.7289,0.9273,-2.2337,2.1963,25.3953,,,,,,,0,,,1,0,,9,1,11.11111111,1,0,4098815000
CTAS,Cintas Corp,2015,74.8455081,77.30315583,83.709154,57.69697443,16.67346851,37749321732,117543000,Commercial Services & Supplies,402553000,9.9508,1.8269,-6.0503,2.098,25.3953,,,,,,,0,,,1,0,,9,1,11.11111111,1,1,4192460000
CTAS,Cintas Corp,2014,70.7929716,77.33605769,78.10907471,48.39766715,18.21658623,38381053120,121640000,Commercial Services & Supplies,374285000,8.5022,1.6214,2.6882,2.0044,20.7876,,,,,,,0,,,1,0,,9,1,11.11111111,1,1,4462452000
CTAS,Cintas Corp,2013,71.85209477,78.23289556,76.011098,54.64943961,17.76026977,38543913264,124531000,Commercial Services & Supplies,315442000,7.4165,1.5353,4.4396,1.9597,18.312,,,,,,,0,,42,1,0,,10,1,10,1,1,4345632000
CTAS,Cintas Corp,2012,70.97404991,76.51858396,77.2193506,52.33839429,16.46869298,38447441969,130033000,Commercial Services & Supplies,297637000,6.9927,1.1786,-4.3896,1.9165,16.2555,,,,,,,1,,42,1,0,,8,1,,1,0,4165706000
DAL,Delta Air Lines Inc,2021,66.73066723,77.71756137,42.47551164,74.07612712,6.11163522,23395832026,641000000,Airlines,280000000,0.3877,0.6545,0.6431,26.6473,7.9959,1004.674174,16.03252413,17448981,539773807.5,,,0,11.8,42,1,0,,12,1,16.66666667,1,0,72459000000
DAL,Delta Air Lines Inc,2020,71.60800147,84.38565028,51.24850044,73.01524012,2.411949686,24342928070,636000000,Airlines,-12385000000,-18.1428,0.9727,11.5664,8.0824,7.9959,794.1034527,6.294573149,37624310,558965232,,,0,19.5,41,1,1,,13,1,15.38461538,1,0,71996000000
DAL,Delta Air Lines Inc,2019,73.95030273,82.02880016,58.24366515,77.41693378,23.59139785,24086956166,653000000,Airlines,4767000000,7.6395,0.2839,7.0786,4.2967,7.9959,832.4947342,6.902358342,37301128,,,,0,19.75,40.9,1,1,,12,1,16.66666667,1,0,64532000000
DAL,Delta Air Lines Inc,2018,71.57331361,81.18308832,52.34475931,76.19225037,19.80752533,25545996019,694000000,Airlines,3935000000,6.9073,0.2197,12.2878,4.3459,8.8957,869.8002334,7.201954397,36078116,481100623.2,,,0,19.55,41,1,0,,12,1,16.66666667,1,0,60266000000
DAL,Delta Air Lines Inc,2017,70.55325284,85.40036932,41.2957145,77.27987421,17.40277778,26582682230,723000000,Airlines,3599000000,6.1087,0.2646,4.7014,4.2282,11.777,898.2726489,7.271178707,35723704,584307052.4,,,0,20.15,40.89,1,1,,13,1,15.38461538,1,0,53671000000
DAL,Delta Air Lines Inc,2016,61.94484531,69.62852122,37.22922235,74.12988581,16.3608522,25808367221,755000000,Airlines,4195000000,8.0368,0.3486,-3.525,4.512,9.686,861.3432832,7.184895833,35352571,580183024.2,,,0,19.35,41.23,1,0,,15,1,13.33333333,1,0,51261000000
DAL,Delta Air Lines Inc,2015,69.21598822,74.01074353,54.47993014,76.19518163,13.61355082,25718777054,804000000,Airlines,4526000000,8.4488,0.3114,-1.6128,5.4488,10.9865,845.1705565,8.344185125,34449562,500794807,792283.19,,0,16.8,,1,0,,16,1,12.5,1,0,53134000000
DAL,Delta Air Lines Inc,2014,70.57424996,71.12297773,65.46851222,74.48142136,10.54186603,26806657646,845000000,Airlines,659000000,1.2404,0.3325,3.3549,5.1944,15.0649,850.9767029,9.03086861,32485066,470364339,768517.76,,0,17,,1,0,,14,1,14.28571429,1,0,54005000000
DAL,Delta Air Lines Inc,2013,65.68363541,65.12762849,69.14574857,63.28041049,13.71378092,27414590918,858000000,Airlines,10540000000,21.7764,0.3824,17.2884,10.1768,8.7951,845.2286338,10.06332152,31363556,455357633,851759.25,,0,19.1,,1,0,,14,1,14.28571429,1,0,52252000000
DAL,Delta Air Lines Inc,2012,57.95954686,66.73555779,36.8881072,65.36972991,-2.521893491,27715357906,850000000,Airlines,1009000000,2.2919,0.3818,2.4161,76.162,6.4905,909.8307846,11.98929233,32369712,554026224,1039409.03,,0,22.21,,0,0,,13,1,15.38461538,1,0,44550000000
DE,Deere & Co,2021,72.17396593,78.16415021,49.64614708,84.40231733,59.14955071,1.1717E+11,314000000,Machinery,5944000000,7.491,0.4647,12.0161,5.0754,18.1098,9.890277742,14.98688934,977200,12927000,23000000,,0,8.25,19.4,1,0,4.7,12,1,16.66666667,1,0,84114000000
DE,Deere & Co,2020,69.41732526,78.08830863,41.53345376,83.18003265,41.26634769,1.15345E+11,316600000,Machinery,2801000000,3.715,0.5059,2.8489,6.0822,22.4342,10.3333717,15.55359834,967000,12780000,24500000,,0,8.4,19,1,1,,11,1,18.18181818,1,0,75091000000
DE,Deere & Co,2019,67.76402084,73.48213498,46.29650084,79.40605167,36.0600316,1.10028E+11,320600000,Machinery,3168000000,4.5459,0.3882,4.1408,6.3045,17.0121,,,,,,,0,6.35,,1,0,,13,1,23.07692308,1,0,73011000000
DE,Deere & Co,2018,64.85350714,71.63035413,51.96219358,68.1919356,34.9900806,1.10448E+11,327300000,Machinery,3047800000,3.4851,0.3721,6.5693,6.5192,14.2515,,,,,,,0,5.7,,1,0,,12,1,25,1,0,70108000000
DE,Deere & Co,2017,60.76401158,66.18883355,49.5758028,64.1603986,29.91330203,1.06448E+11,323300000,Machinery,2182700000,3.4906,0.6042,13.5843,7.6944,21.3695,,,,,,,0,5.95,,1,0,,14,1,21.42857143,1,0,65786300000
DE,Deere & Co,2016,61.45474048,67.46023859,51.02834895,63.58183733,20.68527919,1.05153E+11,316600000,Machinery,1523900000,2.6305,0.4056,-0.0502,8.7358,18.2579,,,,,,,0,5.8,,1,0,,11,1,18.18181818,1,0,57918500000
DE,Deere & Co,2015,62.23418792,66.99563107,58.86839761,59.83669567,20.21402878,1.03546E+11,336000000,Machinery,1940000000,3.2527,0.3749,-5.5249,7.5468,13.3623,,,,,,,0,,,1,0,,12,1,25,1,0,57947600000
DE,Deere & Co,2014,59.07120308,62.96935405,59.85623219,54.15792128,24.96584022,1.08534E+11,366100000,Machinery,3170900000,5.2321,0.3899,3.0495,6.2529,9.7202,12.17318314,29.13524591,1493593,,,,0,,,1,0,,12,1,25,1,0,61336400000
DE,Deere & Co,2013,62.77918985,68.47953691,64.60762923,55.0273334,26.6436543,1.13234E+11,389200000,Machinery,3537500000,6.11,0.4043,5.7859,6.768,8.7654,13.12046857,32.52064037,1461086,,,,0,,,1,0,,11,1,18.18181818,1,0,59521300000
DE,Deere & Co,2012,70.372146,78.88271713,70.3615944,61.08235201,17.23016872,1.16741E+11,401500000,Machinery,3075000000,5.867,0.5197,16.7161,7.658,11.0857,,,1336644,,,,0,,,0,0,,11,1,18.18181818,1,0,56265800000
DOV,Dover Corp,2021,58.5008641,44.02384646,65.43541057,68.53955761,29.10950995,22626657121,145273000,Machinery,1123818000,11.4935,0.7701,13.6751,2.5815,25.7761,6.596465976,15.39768598,156959,,975000,,1,6.6,24,1,0,,9,1,22.22222222,1,0,10403627000
DOV,Dover Corp,2020,59.03646701,41.25425969,74.74700198,65.37306253,23.50415134,22638181490,145393000,Machinery,683451000,7.6699,0.9491,5.5666,2.7766,25.3944,6.576691068,19.79099895,184366,,,,1,,,1,0,,11,1,18.18181818,1,0,9152074000
DOV,Dover Corp,2019,61.96255498,45.6692704,77.9351367,66.45399225,20.88637585,21848762244,146992000,Machinery,677918000,7.959,0.9226,3.6303,2.9364,22.051,,,,,,,1,,,1,0,,12,1,16.66666667,1,0,8669477000
DOV,Dover Corp,2018,63.36463507,56.01320103,70.5305744,65.42514135,18.4732909,22596405654,152133000,Machinery,586945000,5.9952,0.8909,-21.5098,2.66,16.4323,,,,,,,1,,,1,0,,12,1,16.66666667,1,0,8365771000
DOV,Dover Corp,2017,65.54103518,55.07669911,84.43859771,61.22632248,28.15415743,22907563605,157744000,Machinery,695763000,7.8141,0.9045,5.3615,2.5387,28.3633,,,,,,,1,,,1,0,,13,1,15.38461538,1,0,10658359000
DOV,Dover Corp,2016,51.6146988,41.7966088,57.25327733,57.64305576,24.47801019,22380323744,156636000,Machinery,502128000,5.4363,0.832,17.5448,2.5149,25.1071,,,,,,,1,,,1,0,,12,1,16.66666667,1,0,10115991000
DOV,Dover Corp,2015,52.31552764,37.11247576,60.63975734,61.98941143,23.12268826,22315499170,159172000,Machinery,595881000,9.864,1.0845,-4.6977,2.401,15.9023,,,,,,,1,,,1,0,,13,1,15.38461538,1,0,8606076000
DOV,Dover Corp,2014,49.5208685,35.88061837,53.08735868,61.4520296,22.20097545,22783676643,168842000,Machinery,778140000,7.797,0.9164,-16.8112,2.1905,15.2726,17.57615615,37.2674088,363429,,,,1,,,1,0,,12,1,16.66666667,1,0,9030291000
DOV,Dover Corp,2013,55.26626178,42.20762479,63.83209982,62.39583348,31.39700241,22909004151,173547000,Machinery,797527000,9.4194,1.401,3.9376,2.0686,22.5807,20.06743244,34.20175505,399918,,,,1,,,1,0,,12,1,16.66666667,1,0,10855181000
DOV,Dover Corp,2012,40.9672758,27.18098349,60.96026801,39.36924982,27.09558196,22960863810,183993000,Machinery,650075000,8.1333,1.0198,9.9299,2.0249,14.8637,,,386524,,,,0,,,0,0,,13,1,15.38461538,1,0,10443943000
EFX,Equifax Inc,2021,46.27674865,32.43063796,77.90296872,26.37108075,29.40442986,27372588839,123600000,Professional Services,748500000,7.2068,0.4156,14.8682,3.0584,45.2843,0.193821926,6.575408843,27940,,,,0,,45,0,0,17,10,1,30,1,0,11040900000
EFX,Equifax Inc,2020,31.09422796,28.74743272,41.21453618,20.92047737,26.07736626,27416539296,122800000,Professional Services,526200000,5.9369,0.9324,21.5299,3.0487,38.7404,0.241475653,8.428555137,30411,,,,0,,,0,0,,10,1,30,1,0,9611800000
EFX,Equifax Inc,2019,33.36313874,30.1495371,58.74027129,2.976190476,21.32837055,26741411441,120900000,Professional Services,-392800000,-5.1002,0.6868,10.5659,2.6488,29.671,,,,,,,0,,,0,0,,9,1,22.22222222,1,0,7909000000
EFX,Equifax Inc,2018,34.72111431,42.12184607,47.28679505,3.260869565,25.81229236,26655952219,121400000,Professional Services,306300000,4.3165,0.8378,-1.1087,2.2901,19.173,,,,,,,0,,,0,0,,12,1,16.66666667,1,0,7153200000
EFX,Equifax Inc,2017,32.04747973,40.59853407,40.75075075,4.005167959,26.43130724,26682810832,121500000,Professional Services,549700000,8.4519,0.4668,8.5444,2.3809,26.5692,,,,,,,0,,,0,0,,11,1,9.090909091,1,0,7233400000
EFX,Equifax Inc,2016,26.64837276,37.10700979,29.58461855,3.362573099,22.31936295,26360507480,121100000,Professional Services,495100000,8.7555,0.4466,48.0395,2.245,27.2124,,,,,,,0,,,0,0,,10,1,10,1,0,6664000000
EFX,Equifax Inc,2015,24.19097512,37.03275727,22.59450172,3.03030303,19.46840775,25413130960,120900000,Professional Services,434800000,9.3664,0.7339,-3.422,2.0311,30.6995,,,,,,,0,,,0,0,,10,1,10,1,0,4501500000
EFX,Equifax Inc,2014,32.88694315,43.30296465,40.38791624,3.157894737,18.15264026,25911236141,123500000,Professional Services,374000000,7.9862,0.5655,2.6675,2.0443,26.8628,,,,,,,0,,,0,0,,10,1,10,1,0,4661000000
EFX,Equifax Inc,2013,32.14498731,42.38201412,40.01027749,2.222222222,18.98267327,26008903823,123700000,Professional Services,341500000,7.766,0.8235,0.438,2.1399,24.4286,,,,,,,0,,,0,0,,9,1,11.11111111,1,0,4539900000
EFX,Equifax Inc,2012,36.28954005,43.25241968,50.30456853,3.558052434,16.1234362,25881935836,122500000,Professional Services,275300000,6.7697,0.7174,28.4594,2.2111,22.341,,,,,,,0,,,0,0,,9,1,11.11111111,1,0,4520100000
EMR,Emerson Electric Co,2021,71.30977252,68.20499354,72.37356637,73.81553615,16.52399264,55372680000,601800000,Electrical Equipment,2327000000,9.6771,0.8525,8.0107,2.6026,23.4509,10.72077074,38.18615284,898518,8130643.2,,,1,2.25,,1,0,,10,1,30,1,0,24715000000
EMR,Emerson Electric Co,2020,71.41267432,68.07980728,80.26855099,67.67424293,13.94095207,55378620000,606600000,Electrical Equipment,1990000000,9.0597,1.0574,11.6358,2.6072,18.9509,11.66119026,40.7589614,912530,8215344,,,0,2.35,,1,0,,8,1,25,1,0,22882000000
EMR,Emerson Electric Co,2019,67.15629584,75.00871178,60.22240313,64.35504827,13.36092178,53168940000,620600000,Electrical Equipment,2328000000,11.2799,0.7495,0.5248,2.3799,18.1192,7.902188155,33.19306866,627278,,3793040.997,,0,2.3,30.6,1,0,,10,1,20,1,0,20497000000
EMR,Emerson Electric Co,2018,69.4278434,82.1751811,57.14330316,65.73731351,14.15664557,55194480000,635300000,Electrical Equipment,2035000000,11.0208,0.6677,4.089,2.2632,23.6376,12.08504338,41.60274067,779654,,4017839.932,,0,2.7,27.9,1,0,,10,1,10,1,0,20390000000
EMR,Emerson Electric Co,2017,67.17272069,84.0412068,43.778577,68.23745747,13.5773244,55135080000,643400000,Electrical Equipment,1675000000,7.3474,1.2159,-9.861,2.5372,23.9957,10.50015386,35.91876423,754261,,4502748.545,,0,3.1,27.8,1,0,,13,1,15.38461538,1,0,19589000000
EMR,Emerson Electric Co,2016,63.07700244,78.95540599,42.05667066,63.2453195,11.7515528,53460000000,646800000,Electrical Equipment,1619000000,7.4623,0.7346,-1.6117,2.8002,21.098,11.78322901,42.97050696,970948,,5310731.95,,0,3.8,,1,0,,13,1,15.38461538,1,0,21732000000
EMR,Emerson Electric Co,2015,47.68717548,47.96553442,31.86496118,60.56822114,12.00207931,54000540000,676500000,Electrical Equipment,2540000000,11.7151,0.7595,-8.6404,2.542,14.1655,,,,,,,0,4.1,,1,0,,13,1,7.692307692,1,0,22088000000
EMR,Emerson Electric Co,2014,38.32693253,52.04821249,14.46742641,43.21808545,14.45158526,55087560000,704100000,Electrical Equipment,2238000000,8.7833,0.9662,-2.161,2.3613,19.5647,,,,,,,0,4.95,,1,0,,15,1,13.33333333,1,0,24177000000
EMR,Emerson Electric Co,2013,41.60463272,51.65901794,25.18054128,44.30602877,14.74850216,55105380000,722900000,Electrical Equipment,2066000000,8.259,1.0601,3.7493,2.3242,17.9116,,,,,,,0,,,1,0,,13,1,15.38461538,1,0,24711000000
EMR,Emerson Electric Co,2012,48.28930036,65.09350841,28.97592384,46.02362754,14.09115795,55354860000,734600000,Electrical Equipment,2024000000,8.2552,1.0304,-0.1802,2.304,13.9921,,,,,,,0,,,1,0,,15,1,13.33333333,1,0,23818000000
ETN,Eaton Corporation PLC,2021,70.07896267,76.87170871,34.61020916,92.21455326,41.16629044,61802036000,401600000,Electrical Equipment,2146000000,6.5117,0.5359,6.9224,2.101,38.3214,15.04894811,26.42010285,887023,10684954.62,3309000,,0,2.7,32,1,0,,13,1,23.07692308,1,1,34027000000
ETN,Eaton Corporation PLC,2020,70.02258301,77.30129344,35.9965035,90.42498418,37.12083541,60685396000,404000000,Electrical Equipment,1415000000,4.3634,0.6812,-2.9904,2.084,29.04,14.26734231,29.00851497,935148,10645393.36,3472000,,0,3.2,33,1,0,,12,1,25,1,1,31824000000
ETN,Eaton Corporation PLC,2019,67.103245,79.23551158,26.97037037,87.29168259,38.38186158,58404260000,420800000,Electrical Equipment,2213000000,6.9205,0.7849,5.5095,1.9851,16.7246,7.4985297,39.9431484,968000,8726400,4862000,,0,3.25,31.3,1,0,,12,1,25,1,0,32805000000
ETN,Eaton Corporation PLC,2018,73.22906544,81.12370028,51.35432668,82.83239486,37.08726687,61530852000,436900000,Electrical Equipment,2146000000,6.7331,0.8339,-4.693,1.9099,12.6945,7.596090545,41.7278574,974000,8708400,5093000,,0,3.45,31,1,0,,14,1,28.57142857,1,0,31092000000
ETN,Eaton Corporation PLC,2017,75.56079571,76.97284832,61.0462963,86.11341367,38.8143982,61463056000,447000000,Electrical Equipment,2924000000,9.4613,0.9927,7.0449,1.9592,16.2756,8.76720211,43.6168305,1092470,9955640,5668040,,0,3.95,30.4,1,0,,14,1,21.42857143,1,0,32623000000
ETN,Eaton Corporation PLC,2016,67.66019468,71.33571523,38.81005174,87.68613394,32.86593407,59943628000,456500000,Electrical Equipment,1919000000,6.2337,0.7851,-1.6776,2.0395,14.8857,7.6,37.4,1014840,9336528,5795864,,0,4.2,29.8,1,0,,14,1,21.42857143,1,0,30476000000
ETN,Eaton Corporation PLC,2015,64.45421435,60.19987011,40.76023392,88.84746304,32.62298604,59544828000,467100000,Electrical Equipment,1974000000,6.1124,0.8484,-7.5547,2.0833,11.6528,5.080286673,30.07348272,775000,9920700,6261064,,0,4.25,29.8,1,0,,13,1,15.38461538,1,0,30996000000
ETN,Eaton Corporation PLC,2014,69.16453241,55.79740758,64.52020202,87.63962931,33.29677283,60521888000,476800000,Electrical Equipment,1803000000,5.1956,0.8764,-5.5282,2.1187,14.4747,6.498681871,42.42535712,798000,6768000,3946000,,0,4.4,30.1,1,0,,13,1,15.38461538,1,0,33529000000
ETN,Eaton Corporation PLC,2013,70.59440969,57.05124868,69.38552189,86.3989736,35.46145723,61159968000,476700000,Electrical Equipment,1873000000,5.2201,1.0902,-0.8908,2.2349,19.0741,7.165555486,44.05258895,822000,7106400,4135000,,0,4.4,,1,0,,12,1,8.333333333,1,0,35491000000
ETN,Eaton Corporation PLC,2012,63.75898588,58.2310663,40.02070393,89.58065148,43.45313399,60777120000,350900000,Electrical Equipment,1220000000,4.534,0.8301,100.3581,2.3772,13.449,,,782000,6822000,3989000,,0,5.1,,1,0,,12,1,8.333333333,1,0,35810000000
EXPD,Expeditors International of Washington Inc,2021,55.35917666,49.20524155,61.90220194,56.57341861,20.65935144,17179241589,171250000,Air Freight & Logistics,1418845000,22.5803,1.4865,54.4378,2.0373,16.2382,0.653426819,3.839171941,45449.29,360907.2,214249.257,,0,2.95,,1,0,,8,1,25,1,0,7609929000
EXPD,Expeditors International of Washington Inc,2020,55.01821311,52.78069799,57.78504965,55.13649072,15.79985505,17484168469,170896000,Air Freight & Logistics,698214000,16.1529,1.8625,33.4685,1.7755,23.3686,0.822282533,5.107004822,48474.45,378694.8,1377562.456,,0,3.6,,1,0,,10,1,20,1,0,4927503000
EXPD,Expeditors International of Washington Inc,2019,55.19475577,54.50548539,58.67762867,53.03907127,12.84400728,17196181971,174209000,Air Freight & Logistics,592016000,16.8529,2.1788,11.3839,1.6754,23.0147,1.027458218,5.402649058,52330.56,390236.4,1393030.88,,0,2.5,,1,0,,10,1,20,1,0,3691884000
EXPD,Expeditors International of Washington Inc,2018,55.43312992,48.20218096,72.52031609,49.02733616,11.40988784,17509579042,177833000,Air Freight & Logistics,638798000,19.2239,1.8881,6.3378,1.6165,19.5661,1.591157743,6.612871531,56779.66,366908.4,,,0,2.75,,0,0,,11,1,18.18181818,1,0,3314559000
EXPD,Expeditors International of Washington Inc,2017,57.58946914,49.37417508,76.45067504,50.77169944,11.1123645,17846692648,181666000,Air Freight & Logistics,451115000,16.5658,2.2558,11.6859,1.5399,24.0483,2.003344683,6.125654862,49570.94,303433.2,,,0,1.55,,0,0,,11,1,18.18181818,1,0,3117008000
EXPD,Expeditors International of Washington Inc,2016,49.37093996,36.84508975,69.44373857,46.21327884,10.1755166,17792483425,182704000,Air Freight & Logistics,432533000,16.0855,2.3277,8.7814,1.5146,22.4407,0.861918874,6.561193066,49116,,,,0,3.75,,0,0,,11,1,18.18181818,1,0,2790871000
EXPD,Expeditors International of Washington Inc,2015,35.91630045,34.59144341,30.38729795,41.95906433,8.955139435,17245309080,190223000,Air Freight & Logistics,459497000,16.7589,2.2291,-11.2535,1.5325,18.7917,0.950230787,6.407126822,48299,,,,0,3.75,,0,0,,11,1,9.090909091,1,0,2565577000
EXPD,Expeditors International of Washington Inc,2014,31.84901425,47.28562707,22.65829493,22.7849498,9.525565256,17570564418,196768070,Air Freight & Logistics,379460000,12.7635,2.2398,-4.1099,1.4939,23.2344,1.116071245,6.940825034,48988,,,,0,3.75,,0,0,,10,1,10,1,0,2890905000
EXPD,Expeditors International of Washington Inc,2013,34.87455155,46.21343816,32.55292909,24.52544311,10.12056817,17994073973,206895470,Air Freight & Logistics,350011000,11.678,2.6976,2.0543,1.4514,26.3393,1.145756619,7.089787332,49349.15,,,,0,3.75,,0,0,,9,1,,1,0,3014812000
EXPD,Expeditors International of Washington Inc,2012,36.01028426,57.46547219,23.02668527,23.58682984,9.636301554,17966969361,211935170,Air Freight & Logistics,332969000,11.4538,2.7207,3.0451,1.4439,25.1911,1.009592249,6.381315247,45539.35,,,,0,3.75,,0,0,,8,1,,1,0,2954125000
FAST,Fastenal Co,2021,39.19181675,28.83534137,27.64694162,60.12795432,5.292623521,30590675753,577100000,Trading Companies & Distributors,925000000,22.3871,1.6658,8.4319,1.4308,40.0752,23.80075434,11.17542897,197521,,30557.518,,0,1.68,24.4,1,0,,11,1,9.090909091,0,0,4299000000
FAST,Fastenal Co,2020,46.4415078,32.12530039,49.2455637,59.74657673,4.763332172,30256854645,575700000,Trading Companies & Distributors,859100000,22.1286,1.6568,4.337,1.4382,32.7718,,,,,,,0,2,24.53,1,0,,10,1,10,0,0,3964700000
FAST,Fastenal Co,2019,33.01269783,32.73800518,57.20146765,13.15551681,4.650366367,29675545472,574441630,Trading Companies & Distributors,790900000,22.2119,1.6829,14.4031,1.4334,26.9017,,,,,,,0,2.58,23.86,1,0,,9,1,11.11111111,0,0,3799900000
FAST,Fastenal Co,2018,36.64454078,36.01962509,64.81545163,13.85156,4.012134988,29617990109,574325530,Trading Companies & Distributors,741600000,24.1303,2.0153,14.1213,1.4165,20.1846,,,,,,,0,2.21,22.72,1,0,,9,1,11.11111111,0,0,3321500000
